Number comments,Tier,Title,Votes,Date
2,novice,Why is it better to ignore missing values?,0,2014-07-02 18:09:18.943000000
4,novice,indication of bad feature?,1,2014-06-27 06:09:31.810000000
3,novice,Do individuals with the same ticket number come from the same family?,0,2014-06-26 12:59:47.157000000
3,novice,Sibsp and Parch variables,0,2014-06-25 16:46:15.430000000
8,novice,What is the difference between the  gendermodel and genderclassmodel datasets?,0,2014-06-18 09:59:44.130000000
2,contributor,Model Methods \u0026 Tuning Parameters,0,2014-06-10 21:42:39.407000000
1,contributor,What is the name enclosed in parenthesis in Name column?,2,2014-06-05 22:02:10.433000000
1,contributor,Test Set score 1.0,0,2014-05-25 13:49:06.557000000
0,contributor,Test Set score 1.0,0,2014-05-25 13:49:00.927000000
0,contributor,Test Set score 1.0,0,2014-05-25 13:49:00.147000000
0,contributor,Java and R approach (with code). Score: 0.804,0,2014-05-23 17:12:22.627000000
2,novice,Newbie R Questions - Horsepower,0,2014-05-23 10:52:58.833000000
1,novice,Purpose of Project,0,2014-05-20 16:55:28.503000000
3,novice,Experimental Visualization as Fish,0,2014-05-07 20:23:17.233000000
1,novice,How is the score computed?,0,2014-05-04 09:31:35.160000000
0,contributor,High accuracy in predicting death but poor in predicting survival,0,2014-04-30 09:56:37.693000000
16,novice,Revised (and added) Tutorials,14,2014-04-15 00:15:06.893000000
2,novice,File Location Problem: genderbasedmodel.csv,1,2014-04-11 22:14:30.777000000
8,novice,Unexpected poor  results  with Logistic Regression,0,2014-04-05 10:28:17.143000000
8,expert,KNIME results,0,2014-03-28 19:11:29.030000000
0,contributor,"An approach using decision trees (R, party) and SVMs (R, kernlab)",1,2014-03-28 17:37:57.817000000
2,novice,Test data survival result?,0,2014-03-26 11:49:06.630000000
2,novice,Error in \u0022Getting Started with Python\u0022 Titanic tutorial,0,2014-03-25 21:28:29.537000000
4,novice,RapidMiner Studio and data preparation,0,2014-03-06 16:46:11.207000000
0,novice,family trees of Titanic passengers-- data problem,1,2014-03-03 18:29:52.960000000
0,novice,Gender Based Section of Python Tutorial Troubleshooting Guide ,0,2014-03-03 05:59:53.280000000
2,novice,Syntax error in Python Tutorial?,0,2014-03-02 21:03:24.647000000
0,novice,Index Issues,0,2014-02-27 22:18:06.290000000
7,novice,Newbie\u0027s doubt regarding fancyRpartPlot,0,2014-02-22 13:49:53.893000000
1,novice,myfirstforest.py index error,0,2014-02-15 12:10:43.033000000
0,novice,Feel like I\u0027m missing something basic,0,2014-02-11 17:25:58.357000000
1,novice,"list indices must be integers, not tuple",0,2014-02-10 03:45:05.357000000
0,novice,up the data problems,0,2014-02-08 23:16:31.450000000
0,master,\u0022Lack of fit\u0022 what does it mean?,0,2014-02-08 00:03:29.803000000
0,contributor,Use of Datasets for book,0,2014-02-07 02:31:45.030000000
5,contributor,Issues with Submitting,0,2014-01-30 00:08:12.457000000
1,novice,Weka,2,2014-01-27 02:47:58.213000000
3,novice,"Self-checking a score, or assessing the accuracy of a model",0,2014-01-24 21:55:43.483000000
2,contributor,Quick Walkthrough for Complete Beginners in R! (.79426 score),3,2014-01-21 00:13:11.607000000
2,novice,Upper limits,0,2014-01-20 09:39:31.807000000
48,expert, Titanic: Getting Started With R - Full Guide to 0.81340,44,2014-01-13 00:27:46.100000000
1,contributor,Are the French more beautiful of just pushy,0,2014-01-11 10:11:44.943000000
9,novice,How to Install scikit-learn on Mac OS,0,2014-01-10 14:10:02.780000000
1,novice,Unable to load the train set in R,0,2014-01-04 05:32:59.507000000
4,novice,Calculating pricegroup,1,2014-01-03 00:41:35.117000000
2,contributor,Python Code to Score 0.79426,1,2013-12-29 05:20:59.763000000
4,novice,Sharing experiences about data munging and classification steps with Python,2,2013-12-27 20:09:27.087000000
2,contributor,Blog post on how to get past 80% accuracy,1,2013-12-22 03:31:58.853000000
6,novice,Titanic Disaster - Logit Equation using SAS,3,2013-12-16 08:06:44.237000000
1,contributor,Effect of mtry and trainingset size in Random Forest,2,2013-12-10 10:43:34.203000000
2,contributor,second excel submission,0,2013-12-09 17:28:42.857000000
2,expert,Illustrative Simple R Code To Achieve 76%,0,2013-12-07 23:58:22.777000000
9,novice,Submission Error -- \u0022genderbasedmodel.csv\u0022  --am new ,0,2013-12-05 20:10:30.270000000
6,novice,Linear relation between log price and survival rate,1,2013-11-23 13:54:27.930000000
3,novice,Proportion of women who survived is nan,0,2013-11-17 20:33:10.527000000
1,contributor,random forest using matlab ,1,2013-11-11 23:07:14.480000000
3,novice,Why won\u0027t this Python code run?,0,2013-11-10 05:02:08.300000000
4,expert,Getting Started With Gender Model in R,0,2013-11-06 21:47:31.517000000
1,expert,Getting Started With Titanic \u0026 R,0,2013-10-30 01:46:13.867000000
4,novice,genderclassmodel-pandas.py,32,2013-10-27 22:17:16.140000000
0,novice,How to deal with the RAM problem with R,0,2013-10-25 08:54:58.763000000
2,novice,Pivot in Excel,0,2013-10-22 19:35:14.353000000
0,novice,Narrative based Features,0,2013-10-17 02:26:29.007000000
1,novice,Error on loading Excel file,0,2013-10-09 20:43:42.080000000
2,novice,Issue when submitting Excel file - column errors?,0,2013-10-08 13:52:54.497000000
5,expert,submission error,0,2013-09-29 19:40:06.813000000
2,expert,Problems with data format in excel,0,2013-09-29 15:48:58.020000000
0,contributor,Great books for aspiring data scientist,0,2013-09-21 04:04:37.007000000
4,contributor,Extension of Competition Deadline,4,2013-09-15 01:18:37.797000000
3,novice,Basic machine learning course at edX form Caltech,1,2013-09-14 11:57:43.743000000
4,novice,Blog post with full R code illustrating a 0.79426 entry,13,2013-09-12 19:52:49.420000000
5,novice,0.76555 w/ RapidMiner random forest,1,2013-09-07 21:13:57.297000000
2,novice,Issue w/ submission for Titanic (newbie),0,2013-09-07 01:24:45.543000000
6,novice,Full guide and python code to get 0.79903,14,2013-09-05 12:22:26.717000000
2,novice,Joining with other data sets,0,2013-08-29 04:43:43.977000000
6,novice,A First Timer\u0027s Journey to a 0.78947,11,2013-08-25 23:18:07.340000000
0,novice,Tool Comparison Using Titanic Data,0,2013-08-20 13:00:12.890000000
7,novice,Submission Error,0,2013-08-13 11:56:09.620000000
41,contributor,Handling categorical data with sklearn.,7,2013-08-12 05:47:26.467000000
4,contributor,Python 3.3 error,0,2013-08-12 01:38:38.493000000
0,contributor,AdaBoost Implementation in R,0,2013-08-09 19:51:32.113000000
3,contributor,Submission via Excel CSV broken?,0,2013-08-05 21:33:09.277000000
1,novice,Encoding Categorical Data,0,2013-08-01 15:41:33.943000000
13,contributor,R code to score 0.79426,2,2013-07-29 23:03:36.713000000
2,novice,Scoring Anomaly,0,2013-07-29 20:19:20.083000000
2,novice,Unable to create pivot tables in LibreOffice,0,2013-07-28 15:36:39.357000000
2,novice,Format of solving,0,2013-07-22 12:44:40.967000000
1,novice,NumPy Coding Help,0,2013-07-21 23:53:30.637000000
2,novice,Stuck at 0.78469 with randomForest. Any tips? (R code included),1,2013-07-18 18:51:13.117000000
43,contributor,IPython Notebook Tutorial for Titanic: Machine Learning from Disaster,66,2013-07-15 14:21:17.923000000
2,contributor,Is this still a \u0022Knowledge\u0022 competition?,1,2013-07-15 00:54:52.897000000
4,novice,Another (overcomplicated?) implementation in R,1,2013-07-10 18:17:21.590000000
2,novice,"Can we examine our trees? (RandomForestClassifier, Python 2.7)",0,2013-07-07 15:53:48.910000000
3,novice,"What is train, test, gendermodel and rest ??",0,2013-07-07 13:21:06.380000000
1,contributor,Emailing others users / tracking new competitions,0,2013-07-05 10:25:57.310000000
6,contributor,Teaming up,0,2013-07-04 10:12:05.143000000
1,novice,Followed excel tutorial but getting errors on submission,0,2013-07-03 14:12:42.193000000
5,novice,Can\u0027t get passed this Python error,0,2013-07-03 05:54:06.523000000
0,novice,new webpage formatting issue for code,0,2013-07-01 06:27:18.903000000
14,staff,New Submission Parser,0,2013-06-28 13:45:24.153000000
0,novice,Gender and Gender Class Model using Python 3.3.2 - Code,0,2013-06-28 11:00:34.543000000
35,novice,Titanic: Problem with \u0022Getting Started with Python\u0022 ,2,2013-06-27 10:07:40.973000000
1,novice,What am I supposed to do?,0,2013-06-26 03:41:34.997000000
1,novice,How to tune random forests ?,0,2013-06-24 16:24:36.323000000
18,expert,What Accuracy Should I Be Aiming For?,13,2013-06-20 12:00:52.323000000
2,novice,A different prediction for every run with the same data set,0,2013-06-18 08:45:13.823000000
2,novice,We\u0027re submitting a result set.  Does it matter how we get there?,0,2013-06-18 06:18:25.790000000
1,novice,Reverse everything ...,0,2013-06-18 03:27:25.510000000
0,novice,Error running my python program,0,2013-06-18 01:38:56.887000000
0,novice,Useful blog post on Random forests,1,2013-06-17 16:39:47.430000000
2,novice,gradient boosting in R,0,2013-06-16 16:15:27.457000000
0,novice,Question about scoring,0,2013-06-16 09:05:42.627000000
1,novice,how to create a kaggle-like grader?,0,2013-06-14 15:58:57.807000000
7,novice,New to Kaggle and Data Science,0,2013-06-13 19:47:57.243000000
4,novice,My First Forest Scoring,0,2013-06-13 04:32:20.373000000
2,novice,Question about Python Tutorial,0,2013-06-12 14:45:22.080000000
6,contributor,Identify the crew?,0,2013-06-12 14:39:35.043000000
1,novice,Weka output predictions to test file (not working),0,2013-06-12 01:40:48.307000000
1,novice,Using time series to create epochs of scenario,0,2013-06-10 19:23:38.027000000
0,novice,Random Forest Feature Importance fare \u003e age \u003e sex,0,2013-06-10 18:50:28.007000000
38,novice,Is anybody using neural networks for the titanic problem?,6,2013-06-08 21:05:56.853000000
2,novice,Using Matlab for ML,0,2013-06-02 20:12:44.423000000
1,novice,calculated fields in Excel,0,2013-06-01 16:56:58.953000000
2,novice,the test file doesn\u0027t have a-survived- field,0,2013-05-30 22:37:37.747000000
3,novice,Submission judged as 0.0000,0,2013-05-30 14:49:59.080000000
10,novice,Easy or difficult ?,0,2013-05-30 12:41:16.397000000
12,expert,Is \u0027cabin\u0027 an important predictor?,4,2013-05-29 07:10:04.053000000
4,novice,File write not complete - python,2,2013-05-28 12:04:05.443000000
1,expert,"How do I combine the results (predictions) if I have generated predictions from say, randomforest, gbm, svm, nnet to get more accurate predictions?",0,2013-05-28 11:43:07.717000000
9,contributor,Using other algorithms,0,2013-05-27 20:54:26.357000000
2,expert,Algorithms not handling more than 32 categories of categorical variables.,0,2013-05-24 08:41:06.877000000
0,expert,What parameters to change in random forest algorithm to improve the score?,0,2013-05-24 07:25:43.590000000
2,contributor,Can we redistribute the data provided by Kaggle?,0,2013-05-18 14:26:11.433000000
8,novice,How are you getting prediction values as integers ?,0,2013-05-16 10:40:24.353000000
0,contributor,Stagnant Result,0,2013-05-11 16:24:46.783000000
2,contributor,Java/Weka Example Classification Project,3,2013-04-29 15:58:56.237000000
1,novice,I\u0027m a bit puzzled by the scoring...,0,2013-04-26 18:41:14.027000000
4,contributor,New to this; CSV file for submission question,0,2013-04-22 17:34:49.290000000
5,novice,Optimal value for kNN?,0,2013-04-19 14:29:28.623000000
0,novice,peculiarity with ages of men scoring 2 on sibsp,0,2013-04-13 13:26:15.213000000
1,novice,Adding an image?,0,2013-04-12 21:13:56.717000000
2,contributor,My evaluations are always more optimistic than Kaggle\u0027s ... ?,0,2013-04-12 17:07:39.723000000
2,contributor,gendermodel vs genderclassmodel,0,2013-04-10 05:17:11.330000000
4,contributor,Some help with weka please !!!,0,2013-04-07 14:11:19.950000000
3,novice,Dealing with non-numeric data,0,2013-04-02 23:24:05.817000000
4,novice,How is accuracy calculated?,0,2013-03-27 13:55:57.177000000
1,contributor,Sharing SAS Enterprise Miner XML Diagram,0,2013-03-21 15:08:02.173000000
28,novice,Top 20 Kagglers - I am wondering what they are doing?,0,2013-03-21 08:16:16.400000000
3,contributor,Which is a better strategy for a beginner?,0,2013-03-20 00:34:40.337000000
0,novice,How many degree of freedom we have in our database,0,2013-03-19 12:20:03.937000000
0,expert,Feature selection-how to select values for each bin,0,2013-03-16 03:57:45.850000000
6,novice,R team members,0,2013-03-14 06:46:59.610000000
1,novice,Is Regression Appropriate?,0,2013-03-05 14:35:24.370000000
0,expert,Clarifying rules on sharing model information,0,2013-02-28 20:16:11.310000000
1,contributor,dataset dictionary,0,2013-02-27 15:59:49.327000000
1,contributor,Classifiers place too much weight on sex feature,0,2013-02-27 03:21:48.933000000
1,novice,Do Control Subjects Have Parkinsons?,0,2013-02-27 02:00:14.493000000
3,contributor,Fare meaning,2,2013-02-25 13:35:31.130000000
0,novice,How should we approach a problem,0,2013-02-25 07:28:35.553000000
3,novice,Biased Training Data Set?,1,2013-02-23 21:22:30.153000000
1,contributor,Book Recommendation,0,2013-02-22 15:23:56.710000000
5,contributor,R Code to test your model,1,2013-02-20 18:02:33.297000000
0,novice,Pivot tables enough?,0,2013-02-20 15:57:10.570000000
8,contributor,Reading train.csv file from Matlab,0,2013-02-19 03:42:20.117000000
0,novice,Numpy,0,2013-02-13 12:07:31.147000000
5,novice,Any group of men to survive?,0,2013-02-07 13:48:26.460000000
4,contributor,R code for Logistic Regression - sharing,5,2013-02-01 01:32:32.117000000
1,novice,Data Normalization,0,2013-01-30 22:26:15.257000000
13,contributor,Basic R Code,3,2013-01-27 01:08:08.597000000
0,master,Looking for partners!,0,2013-01-25 19:45:32.787000000
1,contributor,External Data,0,2013-01-23 22:13:29.167000000
0,novice,submission result,0,2013-01-20 04:45:06.470000000
7,master,Test set and Titanic history,0,2013-01-09 14:00:35.697000000
9,novice,Implications of Out-of-bag (OOB) error in Random Forest models,1,2013-01-08 10:35:17.147000000
4,contributor,Newbie Question,0,2013-01-07 17:27:42.830000000
2,novice,Pivot tables in R,0,2013-01-07 17:26:04.940000000
3,contributor,Best Score in Python vs R,0,2013-01-06 17:25:09.727000000
9,expert,Submission Limits,0,2013-01-03 17:16:59.290000000
0,novice,Survival Tables Sense check,0,2013-01-03 06:00:35.470000000
5,expert,Feature Selection and Boosting,0,2012-12-31 04:13:50.520000000
0,novice,Problem with Weka adding an extra variable \u0027predictedsurvived\u0027 on final arff file,0,2012-12-30 19:30:36.137000000
1,contributor,External data?,0,2012-12-28 15:55:22.967000000
0,contributor,problematic bins,0,2012-12-24 09:04:32.127000000
0,novice,unsorted data,0,2012-12-23 15:24:31.813000000
12,novice,Weka Explorer Error - training and test set no compatible,0,2012-12-17 19:50:57.680000000
5,novice,Very Basic R Program,0,2012-12-16 18:30:42.103000000
1,novice,RandomForestClassifier output ,0,2012-12-15 01:44:26.203000000
0,novice,General Query: Sampling ,0,2012-12-14 17:34:32.137000000
2,novice,myfirstforest.py Handling train_data as np.string_,0,2012-12-13 16:45:02.323000000
6,novice,Installing scikit-learn on Mac for RandomForestClassifier,0,2012-12-12 15:12:42.607000000
2,contributor,Problem with submission,0,2012-12-12 14:25:49.613000000
3,novice,Improving a classifier with unclassified data,0,2012-12-11 07:12:44.230000000
1,novice,Dummy variable,0,2012-12-11 00:20:28.980000000
11,novice,Help in R rattle - instead of coding,0,2012-12-10 12:22:03.617000000
1,novice,Loading Numpy and Scipy Modules,0,2012-12-10 04:54:32.363000000
2,contributor,Can I use the problem in my course project?,0,2012-12-09 22:28:05.947000000
0,contributor,NaiveBayes - Attributes not in normal distribution,0,2012-12-09 14:00:38.963000000
3,contributor,Weka - Converter - Import CSV with string attribute with commas and quotes,9,2012-12-06 21:39:59.977000000
5,contributor,Cross Validation Methods,0,2012-12-05 06:31:59.980000000
0,novice,Question on model evaluation,0,2012-12-04 00:19:38.827000000
1,novice,My top 5 submissions?,0,2012-12-02 21:35:13.673000000
1,novice,Looking for a Team,0,2012-12-01 17:27:47.100000000
6,novice,Struggling with reading csv on Python,3,2012-11-30 22:11:21.560000000
2,contributor,Self-scoring,0,2012-11-30 21:25:12.910000000
2,novice,Can\u0027t create Survival Tables,0,2012-11-29 23:14:38.573000000
5,novice,Python: Cannot Convert String to Float,2,2012-11-28 22:24:11.747000000
10,novice,"Stuck, any ideas?",0,2012-11-28 10:26:30.487000000
2,novice,import numpy np;,0,2012-11-25 18:16:29.420000000
26,contributor,Dealing with Missing values for Age \u0026 Cabin,0,2012-11-25 11:25:56.427000000
1,novice,Private Leader board Confusion ? ,0,2012-11-24 08:08:52.533000000
12,novice,Best Visualization tool ?,0,2012-11-21 07:52:16.347000000
2,novice,How does KPI\u0027s help in model building?,0,2012-11-20 10:12:08.520000000
5,novice,Cross-validation and submission results,0,2012-11-17 13:04:08.080000000
0,novice,What Matters in Predictive Modeling : Correlation among variable or Causal Relationship,0,2012-11-15 07:49:44.010000000
9,novice,Experimenting for variable selection in predictive modelling,0,2012-11-14 06:27:55.240000000
8,contributor,number of entries per day,1,2012-11-13 22:23:52.567000000
1,novice,Text mining,0,2012-11-13 02:09:18.393000000
3,novice,Changes on the leaderboard,0,2012-11-13 02:03:57.037000000
2,novice,question: calculation used in genderbasemodelpy.csv,0,2012-11-10 13:17:30.367000000
0,novice,Python \u003e Numpy Type Conversion,0,2012-11-09 22:27:48.097000000
5,novice,Help Diagnosing Model,0,2012-11-08 04:31:38.723000000
6,novice,Clarification for Newbies,1,2012-11-06 16:39:13.167000000
1,novice,Python coding problem,0,2012-10-30 18:55:30.180000000
7,contributor,SVM classification applied to pre-processed training data,2,2012-10-30 08:29:02.607000000
1,novice,Titanic - final files,1,2012-10-28 10:30:26.167000000
2,novice,can get the data in python,0,2012-10-26 03:19:30.273000000
16,novice,Way to learn strategies?,2,2012-10-25 16:24:49.883000000
2,novice,invalid syntax when adding fare_ceiling,0,2012-10-23 21:03:50.157000000
2,novice,Data Link Broken,0,2012-10-23 15:28:34.087000000
2,novice,Trouble with Python,0,2012-10-23 04:08:51.133000000
18,contributor,How do you cope with missing values?,1,2012-10-22 14:06:52.640000000
12,contributor,Issues with the Leaderboard,0,2012-10-19 18:41:01.913000000
2,novice,Help for Logistic Regression,0,2012-10-18 03:03:11.603000000
11,novice,Score 0.00000 when submitting,4,2012-10-17 16:15:18.120000000
